text,target,pred,p_disaster,p_non_disaster
please support we need help!!fl rebuild after irma! #weneedhelpfl donate here -,1,0,0.04053935036063194,0.9594606757164001
lifeline animal project and atlanta humane society to hold post-irma mega adoption event,1,0,0.00022456298756878823,0.9997754693031311
former bg couple weathers the storms.,0,1,0.5396867394447327,0.46031326055526733
team of in partnership with mka has been involved in clear up activities across #houston after #harvey,1,0,0.00029441629885695875,0.9997056126594543
"in puebla, #mexico, where churches dont stand, people still #pray: #sccatholics #earthquake",1,0,0.025621164590120316,0.9743788838386536
"twitter erupted over president trump' ""federal "" tweet about hurricane irma",0,1,0.9630075693130493,0.036992453038692474
click here #eu #news #europeunion mexico hit by new .-magnitude earthquake,0,1,0.9973270893096924,0.002672867150977254
juli marquez: 60s in citrus and hernando counties this morning! so happy to see inverness is reporting again. first,0,1,0.5604684352874756,0.4395316243171692
"ppr volunteers, jill &amp; kimberly, at parc pet suites, are caring for hurricane irma dogs that continue to arrive",1,0,0.15067671239376068,0.8493232727050781
blue cool tropical drink thinking about hurricane irma. need to find the next #blueshed,0,1,0.892162024974823,0.10783796012401581
"why does god take us through storms? check out sunday' message ""after irma"" by pastor david to start your week off.",1,0,0.000553191639482975,0.9994468092918396
nfl star goes above and beyond for victims of harvey in amazing gesture.,1,0,0.17227870225906372,0.8277212977409363
distributing tarps in huamuchil #oaxaca #mexicoearthquake,1,0,0.07168866693973541,0.928311288356781
irma' aftermath could spook waterfront property buyers by,1,0,0.039800893515348434,0.9601991772651672
not by fema. puerto rico hired them.,1,0,0.04074281081557274,0.959257185459137
"omg! earthquakes happen again in many places! in mexico, north korea, calif , usa!",0,1,0.9321970343589783,0.06780292838811874
"hedge funders are such nice people. this happened in san juan, pr after hurricane maria.",1,0,0.15127548575401306,0.8487244844436646
"#atlantic #hosts three #storms, with #maria on irma' #path - - #irmas #topstories",1,0,0.00026686384808272123,0.9997331500053406
week in pictures: from #iran earthquake to #greece floods #barcelona #kabul,0,1,0.9944790601730347,0.005520896054804325
trump sharing his most valuable possessions with harvey victims.,1,0,0.13252496719360352,0.8674749732017517
roster spot gives vikings rookie aviante collins means to help dad after hurricane harvey,1,0,0.14739805459976196,0.852601945400238
#photography | collection of classic bmws saved from california wildfires | #photooftheday #travel #photo,1,0,1.6770434740465134e-05,0.9999831914901733
"colonel spaulding &amp; chief thompson assisted #fhp troopers at the mile bridge checkpoint in marathon, florida this",0,1,0.8673086166381836,0.1326913684606552
"yankees, red sox pause rivalry in auction for harvey relief",1,0,0.1908235251903534,0.809176504611969
fema barges expected to arrive in port arthur in two days,0,1,0.5383577346801758,0.4616422653198242
bipartisan group of senators to visit puerto rico to survey maria damage,1,0,0.16349050402641296,0.8365095257759094
"month later, .. is failing with its food and water crisis in puerto rico",1,0,0.12941229343414307,0.8705877065658569
swear to god if maria hit us like irma did will move up north,1,0,0.007211641408503056,0.9927883744239807
. weekend events to benefit harvey victims,1,0,0.01998654194176197,0.9800134301185608
treasure coast family recounts vacation in the caribbean during irma,1,0,0.00991823896765709,0.9900817275047302
irma creates bittersweet travel bonus for luckier caribbean islands,1,0,4.8632491598255e-06,0.9999951124191284
"praise for national guard, abbott, in response to harvey #dallas",1,0,0.0005620605079457164,0.9994378685951233
more school closures. from for monday &amp; tuesday. #hate#harvey #khou11 #staysafe,1,0,0.0005295305163599551,0.9994705319404602
thank you for supporting in their efforts for harvey relief #cisdourstory #rjlblue #rjlyear4 #grateful,1,0,5.782845846624696e-08,1.0
please pray for mexico..the earthquake was devastatingfaaaaaaaaaaaf,0,1,0.9999562501907349,4.380365862743929e-05
"after irma, special oxygen masks helped florida pets breathe easier #usnews #usrc #usnews",1,0,0.39694827795028687,0.6030516624450684
texas &amp; expert: rainfall from harvey shattered every record,1,0,0.052215658128261566,0.9477843642234802
"google firm flies balloons to deliver internet, cellphone signals in devastated puerto rico - ...",1,0,0.23783740401268005,0.7621626257896423
very much disheartened earthquake,1,0,0.07982529699802399,0.9201747179031372
jacksonville mom says baby born during hurricane irma is ' really strong fighter',0,1,0.9041865468025208,0.09581342339515686
some awesome peps on -30 in arkansas with water and diapers for texas #houston #harvey,1,0,9.509055962553248e-05,0.9999048709869385
my parents adopted two hurricane harvey rescues last week. didn' take long for them to start being cute,1,0,0.020957043394446373,0.9790428876876831
"as #irma lurches toward florida, we look to potential impact in lehigh valley",1,0,2.9032064048806205e-05,0.9999709129333496
day &amp; irma recovery we are seeing the light. this team is working hard.,1,0,0.039876166731119156,0.9601238965988159
"looking into #jose' eye, in awe of nature' power. stay safe everyone. #irma #katia #vitamission",1,0,5.709599281544797e-05,0.9999428987503052
some of the pics from recent iran #earthquake worth thousand words. (photo source &amp; credit unknown),1,0,0.14754663407802582,0.852453351020813
help rebuild puerto rico!,1,0,0.16132356226444244,0.8386764526367188
want to see irmas power? watch this university of miami weather cam,1,0,0.019521092996001244,0.9804789423942566
"tonight, far too many people in #irmas path and in its wake.",1,0,0.16433416306972504,0.8356658220291138
waiting to hear from my dad and my brother. #hurricanemaria #aguadilla #orocovis,1,0,2.707289058889728e-05,0.999972939491272
stuff the bus for harvey big success!!,1,0,0.0014726250665262341,0.9985274076461792
"in wake of irma, harvey and jose, umass experts offer online 'teachouts' on hurricanes",1,0,0.1301051825284958,0.869894802570343
we're beginning restoration of service areas to impacted by #irma. learn more:,0,1,0.8508488535881042,0.14915114641189575
"'don' feel sorry for me': home damaged by irma, jimmy johnson skips ... #chicagobears",1,0,0.002089413348585367,0.9979105591773987
upheaval at california #fire district as chief waits to be fired,0,1,0.998589813709259,0.0014102001441642642
"concerns grow as garbage, debris pile up across puerto rico. na-24mo",0,1,0.8358250856399536,0.16417495906352997
ray signorello jr vows to rebuild after losing his winery building in the california fires,1,0,0.0905701220035553,0.9094298481941223
another 181 pets from puerto rico are on the path to finding new homes in new jersey ...,1,0,0.0008443809347227216,0.9991556406021118
keep praying for texas! these families have long road ahead of them. #prayfortexas,1,0,0.012500373646616936,0.9874996542930603
harvey recovery gets john sharp oversight as commissioner per gov. abbott: video,1,0,0.37928909063339233,0.6207109093666077
"roads once flooded, now littered with abandoned cars #harvey",1,0,0.16979743540287018,0.8302026391029358
harvey' back to school moana cake afternoon tea when he' home,1,0,9.963419870473444e-05,0.9999003410339355
pimco says puerto rico bonds are looking more attractive,1,0,0.004809319041669369,0.9951907396316528
ranger has home but there are so many animals on #stx post- #maria without homes.,1,0,0.0076166922226548195,0.9923833012580872
photos from puerto rico: it' all going to get worse:,1,0,0.0515478141605854,0.9484521746635437
"gears pro circuit delays mexico city event, donates to earthquake relief effort",0,1,0.9953043460845947,0.004695686511695385
"fema, the sba, plus other state and local agencies are looking for volunteers to help out post-harvey and irma.",1,0,0.22123312950134277,0.7787668704986572
trapped girl' wiggling fingers captivate quake-hit mexico #usrc,1,0,0.0652875006198883,0.9347124695777893
cooler #weather helping tame #california #wildfires:,1,0,0.0010448312386870384,0.9989551305770874
"some schools reopen in puerto rico, making do without power by lizette alvarez via nyt",1,0,0.12653182446956635,0.8734681606292725
harvey survivors tell us the items they were most bummed to lose,1,0,0.12266673147678375,0.8773332834243774
mexico . earthquake: 'absolutely horrific images' | msnbc #noticias #vdeo,1,0,0.15955482423305511,0.8404452204704285
"one month later, most of puerto rico is still utterly destroyed.",1,0,0.021755162626504898,0.9782448410987854
the aftermath of harvey and irma for businesses,1,0,0.3013298809528351,0.6986701488494873
#breakingnews #news the latest: house plans wednesday vote on harvey aid -,1,0,0.0290693249553442,0.9709306955337524
:00 celebrities! tweet your #puberme for puerto rico relief #lssc,1,0,2.6088366666954244e-06,0.9999973773956299
helping #irma &amp; #harvey recovery efforts? remember #charityscam may fake name to seem like real #nonprofit.,1,0,7.344593905145302e-05,0.9999265670776367
"charcoal, the expensive and only cooking fuel after irma",1,0,0.3436737358570099,0.6563262343406677
will it be socialist scam when we spend money to #hurricaneharvey / #huricaneirma recovery,0,1,0.9639374613761902,0.03606255352497101
the edge of delight and tragedy catch the moment live #iran #earthquake #sadness,1,0,0.13289064168930054,0.8671094179153442
.. best: hurricane irma to test florida market newbies,1,0,0.2296801507472992,0.7703198194503784
con artists will take your #harvey donation money,1,0,0.0010036664316430688,0.9989963173866272
#poundwishes is helping #animals affected by the #sonomafires click here to help:,1,0,3.0783126021560747e-06,0.9999969005584717
#workplace #gratitude in action: helping #harvey &amp; #irma hurricane victims. #beinspired,1,0,2.050282091659028e-05,0.9999794960021973
keep sharing the #mexicoquake everyday,1,0,3.224804095225409e-05,0.9999676942825317
returns from puerto rico to prepare another airlift of supplies! #teamfedex,1,0,0.09942349046468735,0.9005764722824097
mentor graphics team receives the harvey rosten award for thermal heatsink . [,1,0,0.0025950735434889793,0.9974048733711243
1st. get rid of they destroyed puerto rico!,1,0,0.00395133625715971,0.996048629283905
"delayed due to irma but congrats to talley murphy, our cheerleader of the game for robinson . plant!",1,0,0.011987139470875263,0.9880129098892212
kprc - sen. cruz visits with harvey volunteers in meyerland - september 15 2017 watch at:,1,0,0.005157472100108862,0.9948425889015198
they remember in chicago the humanitarian crisis that puerto rico still lives,0,1,0.8454212546348572,0.1545787751674652
with victor cruz and harry carson as the nfl alumni help careone raise money for puerto rico relief.,1,0,0.0006717305514030159,0.9993282556533813
"colorado natl. guard pilot went to help with harvey, came home with rescued dog",1,0,0.0005311090499162674,0.9994688630104065
for real. #hurricaneirma #hurricaneharvey #fires #mexicoearthquake #tiger #texas #florida,0,1,0.9999903440475464,9.699435395305045e-06
#hurricaneirma pizza relief! pledges pies for first responders #afterirma,0,1,0.9955700039863586,0.0044299946166574955
surreal astronaut photos show the danger and beauty of hurricane maria,1,0,0.011157258413732052,0.9888427257537842
iran muslim who set california wildfires burned american flag at .. berkeley protest is fake news - ...,0,1,0.9867029190063477,0.013297053053975105
liga mx matches postponed after devastating earthquake in mexico #soccer #espn,0,1,0.9953688383102417,0.004631148651242256
#ncaa oks request by #houston coach for aid to harvey victims. read more: #sports #news,1,0,0.005046000704169273,0.9949539303779602
california fires: how this picture of cat sums up the horror of wildfires sweeping usa,1,0,0.42680755257606506,0.5731924176216125
texas doesn' need moral leadership. they grow their own. #texasstrong #harvey #flyoverquotable,1,0,0.0029102847911417484,0.9970898032188416
harvey bug spray alert: air force to spray million houston-area acres with chemicals,0,1,0.9994528889656067,0.0005470773321576416
this video has been destroying in the last 28 days. im guessing because of irma lol,1,0,0.13149423897266388,0.8685057759284973
univision news weekly brief: month after the mexico quake and hurricane #maria,0,1,0.9960213303565979,0.003978699445724487
nana tornado at afia schwars house celebrating her yawa of week lol animguaase wake-keeping,0,1,0.9819336533546448,0.018066350370645523
